Kommunkod,Kon,Aldersgrupp,Tillgangar2007,Average,AboveAvg
1883,total,20-29,93,296,0
1883,total,30-49,411,296,1
1883,total,50-64,512,296,1
1883,total,65-74,426,296,1
1883,total,75+,256,296,0
1884,man,20-29,92,454,0
1884,man,30-49,640,454,1
1884,man,50-64,767,454,1
1884,man,65-74,758,454,1
1884,man,75+,363,454,0
1884,woman,20-29,81,302,0
1884,woman,30-49,423,302,1
1884,woman,50-64,580,302,1
1884,woman,65-74,411,302,1
1884,woman,75+,181,302,0
1884,total,-19,0,376,0
1884,total,20-29,87,376,0
1884,total,30-49,529,376,1
1884,total,50-64,673,376,1
1884,total,65-74,585,376,1
1884,total,75+,251,376,0
1885,man,-19,2,478,0
1885,man,20-29,114,478,0
1885,man,30-49,638,478,1
1885,man,50-64,851,478,1
1885,man,65-74,775,478,1
1885,man,75+,474,478,0
1885,woman,-19,1,274,0
1885,woman,20-29,112,274,0
1885,woman,30-49,375,274,1
1885,woman,50-64,505,274,1
1885,woman,65-74,341,274,1
1885,woman,75+,222,274,0
1885,total,-19,2,377,0
1885,total,20-29,113,377,0
1885,total,30-49,508,377,1
1885,total,50-64,684,377,1
1885,total,65-74,563,377,1
1885,total,75+,322,377,0
1904,man,20-29,109,382,0
1904,man,30-49,433,382,1
1904,man,50-64,688,382,1
1904,man,65-74,619,382,1
1904,man,75+,342,382,0
1904,woman,-19,2,227,0
1904,woman,20-29,104,227,0
1904,woman,30-49,352,227,1
1904,woman,50-64,336,227,1
1904,woman,65-74,322,227,1
1904,woman,75+,139,227,0
1904,total,-19,1,306,0
1904,total,20-29,107,306,0
1904,total,30-49,393,306,1
1904,total,50-64,514,306,1
1904,total,65-74,474,306,1
1904,total,75+,231,306,0
1907,man,-19,1,357,0
1907,man,20-29,132,357,0
1907,man,30-49,448,357,1
1907,man,50-64,601,357,1
1907,man,65-74,582,357,1
1907,man,75+,438,357,1
1907,woman,-19,1,257,0
1907,woman,20-29,186,257,0
1907,woman,30-49,403,257,1
1907,woman,50-64,410,257,1
1907,woman,65-74,284,257,1
1907,woman,75+,195,257,0
1907,total,-19,1,307,0
1907,total,20-29,157,307,0
1907,total,30-49,427,307,1
1907,total,50-64,508,307,1
1907,total,65-74,441,307,1
1907,total,75+,293,307,0
1960,man,20-29,151,468,0
1960,man,30-49,569,468,1
1960,man,50-64,882,468,1
1960,man,65-74,693,468,1
1960,man,75+,471,468,1
1960,woman,20-29,127,284,0
1960,woman,30-49,379,284,1
1960,woman,50-64,541,284,1
1960,woman,65-74,407,284,1
1960,woman,75+,173,284,0
1960,total,20-29,140,377,0
1960,total,30-49,473,377,1
1960,total,50-64,718,377,1
1960,total,65-74,556,377,1
1960,total,75+,290,377,0
1961,man,20-29,133,422,0
1961,man,30-49,554,422,1
1961,man,50-64,707,422,1
1961,man,65-74,704,422,1
1961,man,75+,459,422,1
1961,woman,-19,0,284,0
1961,woman,20-29,165,284,0
1961,woman,30-49,448,284,1
1961,woman,50-64,480,284,1
1961,woman,65-74,321,284,1
1961,woman,75+,227,284,0
1961,total,-19,0,353,0
1961,total,20-29,148,353,0
1961,total,30-49,503,353,1
1961,total,50-64,596,353,1
1961,total,65-74,510,353,1
1961,total,75+,321,353,0
1962,man,-19,2,376,0
1962,man,20-29,102,376,0
1962,man,30-49,524,376,1
1962,man,50-64,655,376,1
1962,man,65-74,461,376,1
1962,man,75+,343,376,0
1962,woman,-19,0,190,0
1962,woman,20-29,69,190,0
1962,woman,30-49,271,190,1
1962,woman,50-64,373,190,1
1962,woman,65-74,173,190,0
1962,woman,75+,132,190,0
1962,total,-19,1,284,0
1962,total,20-29,86,284,0
1962,total,30-49,400,284,1
1962,total,50-64,522,284,1
1962,total,65-74,316,284,1
1962,total,75+,219,284,0
1980,man,-19,2,528,0
1980,man,20-29,165,528,0
1980,man,30-49,669,528,1
1980,man,50-64,985,528,1
1980,man,65-74,946,528,1
1980,man,75+,721,528,1
1980,woman,-19,2,426,0
1980,woman,20-29,160,426,0
1980,woman,30-49,619,426,1
1980,woman,50-64,766,426,1
1980,woman,65-74,598,426,1
1980,woman,75+,428,426,1
1980,total,-19,2,477,0
1980,total,20-29,163,477,0
1980,total,30-49,645,477,1
1980,total,50-64,875,477,1
1980,total,65-74,764,477,1
1980,total,75+,543,477,1
1981,man,-19,1,622,0
1981,man,20-29,152,622,0
1981,man,30-49,852,622,1
1981,man,50-64,1132,622,1
1981,man,65-74,942,622,1
1981,man,75+,606,622,0
1981,woman,-19,2,349,0
1981,woman,20-29,118,349,0
1981,woman,30-49,504,349,1
1981,woman,50-64,651,349,1
1981,woman,65-74,464,349,1
1981,woman,75+,235,349,0
1981,total,-19,1,484,0
1981,total,20-29,136,484,0
1981,total,30-49,679,484,1
1981,total,50-64,893,484,1
1981,total,65-74,701,484,1
1981,total,75+,382,484,0
1982,man,-19,1,261,0
1982,man,20-29,66,261,0
1982,man,30-49,291,261,1
1982,man,50-64,506,261,1
1982,man,65-74,446,261,1
1982,man,75+,248,261,0
1982,woman,-19,1,178,0
1982,woman,20-29,97,178,0
1982,woman,30-49,244,178,1
1982,woman,50-64,322,178,1
1982,woman,65-74,254,178,1
1982,woman,75+,107,178,0
1982,total,-19,1,219,0
1982,total,20-29,80,219,0
1982,total,30-49,269,219,1
1982,total,50-64,414,219,1
1982,total,65-74,346,219,1
1982,total,75+,162,219,0
1983,man,-19,1,419,0
1983,man,20-29,80,419,0
1983,man,30-49,559,419,1
1983,man,50-64,783,419,1
1983,man,65-74,638,419,1
1983,man,75+,404,419,0
1983,woman,-19,0,260,0
1983,woman,20-29,96,260,0
1983,woman,30-49,393,260,1
1983,woman,50-64,451,260,1
1983,woman,65-74,360,260,1
1983,woman,75+,190,260,0
1983,total,-19,1,340,0
1983,total,20-29,87,340,0
1983,total,30-49,479,340,1
1983,total,50-64,621,340,1
1983,total,65-74,497,340,1
1983,total,75+,273,340,0
1984,man,-19,1,459,0
1984,man,20-29,109,459,0
1984,man,30-49,533,459,1
1984,man,50-64,940,459,1
1984,man,65-74,699,459,1
1984,man,75+,408,459,0
1984,woman,-19,1,261,0
1984,woman,20-29,134,261,0
1984,woman,30-49,368,261,1
1984,woman,50-64,454,261,1
1984,woman,65-74,375,261,1
1984,woman,75+,189,261,0
1984,total,-19,1,360,0
1984,total,20-29,121,360,0
1984,total,30-49,452,360,1
1984,total,50-64,696,360,1
1984,total,65-74,538,360,1
1984,total,75+,276,360,0
2021,man,-19,7,450,0
2021,man,20-29,233,450,0
2021,man,30-49,589,450,1
2021,man,50-64,700,450,1
2021,man,65-74,642,450,1
2021,man,75+,593,450,1
2021,woman,-19,8,248,0
2021,woman,20-29,50,248,0
2021,woman,30-49,291,248,1
2021,woman,50-64,403,248,1
2021,woman,65-74,401,248,1
2021,woman,75+,324,248,1
2021,total,-19,7,350,0
2021,total,20-29,144,350,0
2021,total,30-49,447,350,1
2021,total,50-64,557,350,1
2021,total,65-74,522,350,1
2021,total,75+,430,350,1
2023,man,-19,3,554,0
2023,man,20-29,116,554,0
2023,man,30-49,674,554,1
2023,man,50-64,877,554,1
2023,man,65-74,1015,554,1
2023,man,75+,703,554,1
2023,woman,-19,1,360,0
2023,woman,20-29,111,360,0
2023,woman,30-49,433,360,1
2023,woman,50-64,624,360,1
2023,woman,65-74,532,360,1
2023,woman,75+,385,360,1
2023,total,-19,2,459,0
2023,total,20-29,114,459,0
2023,total,30-49,557,459,1
2023,total,50-64,761,459,1
2023,total,65-74,762,459,1
2023,total,75+,512,459,1
2026,man,-19,2,481,0
2026,man,20-29,162,481,0
2026,man,30-49,558,481,1
2026,man,50-64,924,481,1
2026,man,65-74,771,481,1
2026,man,75+,581,481,1
2026,woman,-19,1,301,0
2026,woman,20-29,154,301,0
2026,woman,30-49,408,301,1
2026,woman,50-64,511,301,1
2026,woman,65-74,443,301,1
2026,woman,75+,317,301,1
2026,total,-19,1,392,0
2026,total,20-29,158,392,0
2026,total,30-49,483,392,1
2026,total,50-64,729,392,1
2026,total,65-74,605,392,1
2026,total,75+,425,392,1
2029,man,-19,2,697,0
2029,man,20-29,127,697,0
2029,man,30-49,856,697,1
2029,man,50-64,1245,697,1
2029,man,65-74,1115,697,1
2029,man,75+,833,697,1
2029,woman,-19,2,515,0
2029,woman,20-29,129,515,0
2029,woman,30-49,635,515,1
2029,woman,50-64,979,515,1
2029,woman,65-74,736,515,1
2029,woman,75+,459,515,0
2029,total,-19,2,605,0
2029,total,20-29,128,605,0
2029,total,30-49,744,605,1
2029,total,50-64,1115,605,1
2029,total,65-74,924,605,1
2029,total,75+,607,605,1
2031,man,-19,1,583,0
2031,man,20-29,118,583,0
2031,man,30-49,612,583,1
2031,man,50-64,969,583,1
2031,man,65-74,931,583,1
2031,man,75+,796,583,1
2031,woman,20-29,127,394,0
2031,woman,30-49,490,394,1
2031,woman,50-64,687,394,1
2031,woman,65-74,561,394,1
2031,woman,75+,325,394,0
2031,total,-19,1,488,0
2031,total,20-29,122,488,0
2031,total,30-49,552,488,1
2031,total,50-64,829,488,1
2031,total,65-74,751,488,1
2031,total,75+,515,488,1
2034,man,20-29,105,463,0
2034,man,30-49,525,463,1
2034,man,50-64,878,463,1
2034,man,65-74,779,463,1
2034,man,75+,631,463,1
2034,woman,20-29,83,345,0
2034,woman,30-49,419,345,1
2034,woman,50-64,606,345,1
2034,woman,65-74,575,345,1
2034,woman,75+,356,345,1
2034,total,-19,1,404,0
2034,total,20-29,95,404,0
2034,total,30-49,471,404,1
2034,total,50-64,744,404,1
2034,total,65-74,670,404,1
2034,total,75+,472,404,1
2039,man,-19,1,462,0
2039,man,20-29,117,462,0
2039,man,30-49,508,462,1
2039,man,50-64,801,462,1
2039,man,65-74,769,462,1
2039,man,75+,553,462,1
2039,woman,-19,4,315,0
2039,woman,20-29,91,315,0
2039,woman,30-49,375,315,1
2039,woman,50-64,552,315,1
2039,woman,65-74,476,315,1
2039,woman,75+,390,315,1
2039,total,-19,3,390,0
2039,total,20-29,105,390,0
2039,total,30-49,447,390,1
2039,total,50-64,686,390,1
2039,total,65-74,623,390,1
2039,total,75+,460,390,1
2061,man,20-29,149,471,0
2061,man,30-49,499,471,1
2061,man,50-64,824,471,1
2061,man,65-74,671,471,1
2061,man,75+,598,471,1
2061,woman,20-29,119,256,0
2061,woman,30-49,356,256,1
2061,woman,50-64,409,256,1
2061,woman,65-74,340,256,1
2061,woman,75+,198,256,0
2061,total,-19,0,365,0
2061,total,20-29,136,365,0
2061,total,30-49,429,365,1
2061,total,50-64,624,365,1
2061,total,65-74,508,365,1
2061,total,75+,359,365,0
2062,man,-19,6,544,0
2062,man,20-29,119,544,0
2062,man,30-49,558,544,1
2062,man,50-64,941,544,1
2062,man,65-74,1041,544,1
2062,man,75+,755,544,1
2062,woman,-19,3,428,0
2062,woman,20-29,114,428,0
2062,woman,30-49,489,428,1
2062,woman,50-64,743,428,1
2062,woman,65-74,695,428,1
2062,woman,75+,499,428,1
2062,total,-19,5,485,0
2062,total,20-29,116,485,0
2062,total,30-49,523,485,1
2062,total,50-64,844,485,1
2062,total,65-74,872,485,1
2062,total,75+,601,485,1
2080,man,-19,1,528,0
2080,man,20-29,103,528,0
2080,man,30-49,651,528,1
2080,man,50-64,992,528,1
2080,man,65-74,1047,528,1
2080,man,75+,690,528,1
2080,woman,-19,2,389,0
2080,woman,20-29,108,389,0
2080,woman,30-49,535,389,1
2080,woman,50-64,733,389,1
2080,woman,65-74,578,389,1
2080,woman,75+,347,389,0
2080,total,-19,1,458,0
2080,total,20-29,105,458,0
2080,total,30-49,593,458,1
2080,total,50-64,862,458,1
2080,total,65-74,801,458,1
2080,total,75+,482,458,1
2081,man,-19,1,415,0
2081,man,20-29,87,415,0
2081,man,30-49,517,415,1
2081,man,50-64,785,415,1
2081,man,65-74,802,415,1
2081,man,75+,559,415,1
2081,woman,-19,1,307,0
2081,woman,20-29,90,307,0
2081,woman,30-49,450,307,1
2081,woman,50-64,559,307,1
2081,woman,65-74,444,307,1
2081,woman,75+,306,307,0
2081,total,-19,1,362,0
2081,total,20-29,88,362,0
2081,total,30-49,485,362,1
2081,total,50-64,673,362,1
2081,total,65-74,618,362,1
2081,total,75+,409,362,1
2082,man,-19,2,523,0
2082,man,20-29,120,523,0
2082,man,30-49,720,523,1
2082,man,50-64,928,523,1
2082,man,65-74,811,523,1
2082,man,75+,474,523,0
2082,woman,-19,3,312,0
2082,woman,20-29,126,312,0
2082,woman,30-49,428,312,1
2082,woman,50-64,539,312,1
2082,woman,65-74,473,312,1
2082,woman,75+,232,312,0
2082,total,-19,2,419,0
2082,total,20-29,123,419,0
2082,total,30-49,578,419,1
2082,total,50-64,740,419,1
2082,total,65-74,640,419,1
2082,total,75+,331,419,0
2083,man,-19,4,445,0
2083,man,20-29,91,445,0
2083,man,30-49,554,445,1
2083,man,50-64,762,445,1
2083,man,65-74,734,445,1
2083,man,75+,510,445,1
2083,woman,-19,5,236,0
2083,woman,20-29,81,236,0
2083,woman,30-49,332,236,1
2083,woman,50-64,428,236,1
2083,woman,65-74,298,236,1
2083,woman,75+,200,236,0
2083,total,-19,5,340,0
2083,total,20-29,86,340,0
2083,total,30-49,445,340,1
2083,total,50-64,600,340,1
2083,total,65-74,511,340,1
2083,total,75+,319,340,0
2084,man,-19,1,388,0
2084,man,20-29,115,388,0
2084,man,30-49,471,388,1
2084,man,50-64,689,388,1
2084,man,65-74,623,388,1
2084,man,75+,401,388,1
2084,woman,-19,1,256,0
2084,woman,20-29,101,256,0
2084,woman,30-49,368,256,1
2084,woman,50-64,423,256,1
2084,woman,65-74,344,256,1
2084,woman,75+,216,256,0
2084,total,-19,1,322,0
2084,total,20-29,109,322,0
2084,total,30-49,421,322,1
2084,total,50-64,560,322,1
2084,total,65-74,483,322,1
2084,total,75+,290,322,0
2085,man,-19,1,303,0
2085,man,20-29,77,303,0
2085,man,30-49,347,303,1
2085,man,50-64,534,303,1
2085,man,65-74,528,303,1
2085,man,75+,364,303,1
2085,woman,-19,1,207,0
2085,woman,20-29,79,207,0
2085,woman,30-49,290,207,1
2085,woman,50-64,360,207,1
2085,woman,65-74,284,207,1
2085,woman,75+,164,207,0
2085,total,-19,1,255,0
2085,total,20-29,78,255,0
2085,total,30-49,319,255,1
2085,total,50-64,449,255,1
2085,total,65-74,403,255,1
2085,total,75+,242,255,0
2101,man,20-29,101,473,0
2101,man,30-49,565,473,1
2101,man,50-64,843,473,1
2101,man,65-74,751,473,1
2101,man,75+,398,473,0
2101,woman,20-29,95,264,0
2101,woman,30-49,376,264,1
2101,woman,50-64,428,264,1
2101,woman,65-74,355,264,1
2101,woman,75+,235,264,0
2101,total,20-29,98,371,0
2101,total,30-49,471,371,1
2101,total,50-64,654,371,1
2101,total,65-74,556,371,1
2101,total,75+,303,371,0
2104,man,-19,1,300,0
2104,man,20-29,114,300,0
2104,man,30-49,368,300,1
2104,man,50-64,546,300,1
2104,man,65-74,436,300,1
2104,man,75+,304,300,1
2104,woman,-19,2,205,0
2104,woman,20-29,73,205,0
2104,woman,30-49,304,205,1
2104,woman,50-64,370,205,1
2104,woman,65-74,275,205,1
2104,woman,75+,125,205,0
2104,total,-19,1,253,0
2104,total,20-29,96,253,0
2104,total,30-49,337,253,1
2104,total,50-64,462,253,1
2104,total,65-74,355,253,1
2104,total,75+,197,253,0
2121,man,-19,0,498,0
2121,man,20-29,104,498,0
2121,man,30-49,606,498,1
2121,man,50-64,928,498,1
2121,man,65-74,808,498,1
2121,man,75+,348,498,0
2121,woman,-19,1,269,0
2121,woman,20-29,87,269,0
2121,woman,30-49,400,269,1
2121,woman,50-64,495,269,1
2121,woman,65-74,313,269,1
2121,woman,75+,193,269,0
2121,total,-19,1,385,0
2121,total,20-29,97,385,0
2121,total,30-49,506,385,1
2121,total,50-64,724,385,1
2121,total,65-74,565,385,1
2121,total,75+,256,385,0
2132,man,20-29,114,421,0
2132,man,30-49,504,421,1
2132,man,50-64,755,421,1
2132,man,65-74,672,421,1
2132,man,75+,432,421,1
2132,woman,20-29,82,244,0
2132,woman,30-49,314,244,1
2132,woman,50-64,439,244,1
2132,woman,65-74,378,244,1
2132,woman,75+,180,244,0
2132,total,20-29,99,334,0
2132,total,30-49,413,334,1
2132,total,50-64,603,334,1
2132,total,65-74,524,334,1
2132,total,75+,291,334,0
2161,man,-19,1,466,0
2161,man,20-29,93,466,0
2161,man,30-49,598,466,1
2161,man,50-64,898,466,1
2161,man,65-74,661,466,1
2161,man,75+,388,466,0
2161,woman,-19,4,271,0
2161,woman,20-29,89,271,0
2161,woman,30-49,371,271,1
2161,woman,50-64,468,271,1
2161,woman,65-74,377,271,1
2161,woman,75+,225,271,0
2161,total,-19,2,369,0
2161,total,20-29,91,369,0
2161,total,30-49,487,369,1
2161,total,50-64,686,369,1
2161,total,65-74,515,369,1
2161,total,75+,291,369,0
2180,man,-19,2,444,0
2180,man,20-29,134,444,0
2180,man,30-49,572,444,1
2180,man,50-64,792,444,1
2180,man,65-74,753,444,1
2180,man,75+,651,444,1
2180,woman,-19,2,336,0
2180,woman,20-29,123,336,0
2180,woman,30-49,502,336,1
2180,woman,50-64,582,336,1
2180,woman,65-74,482,336,1
2180,woman,75+,293,336,0
2180,total,-19,2,390,0
2180,total,20-29,129,390,0
2180,total,30-49,538,390,1
2180,total,50-64,687,390,1
2180,total,65-74,611,390,1
2180,total,75+,432,390,1
2181,man,-19,1,414,0
2181,man,20-29,124,414,0
2181,man,30-49,527,414,1
2181,man,50-64,719,414,1
2181,man,65-74,653,414,1
2181,man,75+,423,414,1
2181,woman,-19,1,299,0
2181,woman,20-29,135,299,0
2181,woman,30-49,443,299,1
2181,woman,50-64,508,299,1
2181,woman,65-74,395,299,1
2181,woman,75+,215,299,0
2181,total,-19,1,357,0
2181,total,20-29,129,357,0
2181,total,30-49,486,357,1
2181,total,50-64,615,357,1
2181,total,65-74,527,357,1
2181,total,75+,300,357,0
2182,man,-19,1,365,0
2182,man,20-29,87,365,0
2182,man,30-49,489,365,1
2182,man,50-64,613,365,1
2182,man,65-74,522,365,1
2182,man,75+,375,365,1
2182,woman,-19,1,233,0
2182,woman,20-29,90,233,0
2182,woman,30-49,326,233,1
2182,woman,50-64,401,233,1
2182,woman,65-74,314,233,1
2182,woman,75+,160,233,0
2182,total,-19,1,299,0
2182,total,20-29,88,299,0
2182,total,30-49,409,299,1
2182,total,50-64,510,299,1
2182,total,65-74,414,299,1
2182,total,75+,249,299,0
2183,man,-19,2,453,0
2183,man,20-29,120,453,0
2183,man,30-49,580,453,1
2183,man,50-64,798,453,1
2183,man,65-74,694,453,1
2183,man,75+,476,453,1
2183,woman,-19,1,260,0
2183,woman,20-29,96,260,0
2183,woman,30-49,378,260,1
2183,woman,50-64,451,260,1
2183,woman,65-74,360,260,1
2183,woman,75+,199,260,0
2183,total,-19,1,356,0
2183,total,20-29,108,356,0
2183,total,30-49,481,356,1
2183,total,50-64,627,356,1
2183,total,65-74,524,356,1
2183,total,75+,309,356,0
2184,man,-19,1,468,0
2184,man,20-29,98,468,0
2184,man,30-49,583,468,1
2184,man,50-64,865,468,1
2184,man,65-74,759,468,1
2184,man,75+,500,468,1
2184,woman,-19,3,301,0
2184,woman,20-29,90,301,0
2184,woman,30-49,406,301,1
2184,woman,50-64,550,301,1
2184,woman,65-74,419,301,1
2184,woman,75+,239,301,0
2184,total,-19,2,384,0
2184,total,20-29,94,384,0
2184,total,30-49,496,384,1
2184,total,50-64,708,384,1
2184,total,65-74,584,384,1
2184,total,75+,344,384,0
2260,man,-19,2,503,0
2260,man,20-29,55,503,0
2260,man,30-49,441,503,0
2260,man,50-64,1265,503,1
2260,man,65-74,615,503,1
2260,man,75+,354,503,0
2260,woman,-19,1,207,0
2260,woman,20-29,63,207,0
2260,woman,30-49,270,207,1
2260,woman,50-64,401,207,1
2260,woman,65-74,297,207,1
2260,woman,75+,152,207,0
2260,total,-19,1,357,0
2260,total,20-29,58,357,0
2260,total,30-49,359,357,1
2260,total,50-64,867,357,1
2260,total,65-74,448,357,1
2260,total,75+,234,357,0
2262,man,-19,1,351,0
2262,man,20-29,111,351,0
2262,man,30-49,432,351,1
2262,man,50-64,630,351,1
2262,man,65-74,629,351,1
2262,man,75+,356,351,1
2262,woman,-19,1,236,0
2262,woman,20-29,125,236,0
2262,woman,30-49,358,236,1
2262,woman,50-64,387,236,1
2262,woman,65-74,301,236,1
2262,woman,75+,170,236,0
2262,total,-19,1,294,0
2262,total,20-29,118,294,0
2262,total,30-49,396,294,1
2262,total,50-64,512,294,1
2262,total,65-74,464,294,1
2262,total,75+,246,294,0
2280,man,-19,0,309,0
2280,man,20-29,57,309,0
2280,man,30-49,362,309,1
2280,man,50-64,586,309,1
2280,man,65-74,525,309,1
2280,man,75+,328,309,1
2280,woman,-19,1,227,0
2280,woman,20-29,80,227,0
2280,woman,30-49,318,227,1
2280,woman,50-64,418,227,1
2280,woman,65-74,316,227,1
2280,woman,75+,170,227,0
2280,total,-19,0,268,0
2280,total,20-29,68,268,0
2280,total,30-49,340,268,1
2280,total,50-64,502,268,1
2280,total,65-74,417,268,1
2280,total,75+,231,268,0
2281,man,-19,2,444,0
2281,man,20-29,141,444,0
2281,man,30-49,569,444,1
2281,man,50-64,774,444,1
2281,man,65-74,769,444,1
2281,man,75+,531,444,1
2281,woman,-19,2,328,0
2281,woman,20-29,132,328,0
2281,woman,30-49,465,328,1
2281,woman,50-64,560,328,1
2281,woman,65-74,473,328,1
2281,woman,75+,300,328,0
2281,total,-19,2,386,0
2281,total,20-29,137,386,0
2281,total,30-49,518,386,1
2281,total,50-64,668,386,1
2281,total,65-74,617,386,1
2281,total,75+,393,386,1
2282,man,20-29,86,287,0
2282,man,30-49,337,287,1
2282,man,50-64,483,287,1
2282,man,65-74,444,287,1
2282,man,75+,273,287,0
2282,woman,20-29,75,173,0
2282,woman,30-49,237,173,1
2282,woman,50-64,313,173,1
2282,woman,65-74,227,173,1
2282,woman,75+,109,173,0
2282,total,-19,0,230,0
2282,total,20-29,81,230,0
2282,total,30-49,289,230,1
2282,total,50-64,402,230,1
2282,total,65-74,337,230,1
2282,total,75+,173,230,0
2283,man,-19,1,311,0
2283,man,20-29,74,311,0
2283,man,30-49,385,311,1
2283,man,50-64,508,311,1
2283,man,65-74,577,311,1
2283,man,75+,280,311,0
2283,woman,-19,1,171,0
2283,woman,20-29,57,171,0
2283,woman,30-49,228,171,1
2283,woman,50-64,307,171,1
2283,woman,65-74,237,171,1
2283,woman,75+,138,171,0
2283,total,-19,1,240,0
2283,total,20-29,66,240,0
2283,total,30-49,308,240,1
2283,total,50-64,410,240,1
2283,total,65-74,402,240,1
2283,total,75+,195,240,0
2284,man,-19,0,448,0
2284,man,20-29,113,448,0
2284,man,30-49,551,448,1
2284,man,50-64,780,448,1
2284,man,65-74,740,448,1
2284,man,75+,589,448,1
2284,woman,-19,1,297,0
2284,woman,20-29,109,297,0
2284,woman,30-49,427,297,1
2284,woman,50-64,519,297,1
2284,woman,65-74,400,297,1
2284,woman,75+,265,297,0
2284,total,-19,1,373,0
2284,total,20-29,111,373,0
2284,total,30-49,492,373,1
2284,total,50-64,653,373,1
2284,total,65-74,567,373,1
2284,total,75+,390,373,1
2303,man,20-29,72,455,0
2303,man,30-49,613,455,1
2303,man,50-64,788,455,1
2303,man,65-74,630,455,1
2303,man,75+,415,455,0
2303,woman,-19,4,207,0
2303,woman,20-29,62,207,0
2303,woman,30-49,293,207,1
2303,woman,50-64,372,207,1
2303,woman,65-74,301,207,1
2303,woman,75+,154,207,0
2303,total,-19,3,332,0
2303,total,20-29,68,332,0
2303,total,30-49,461,332,1
2303,total,50-64,591,332,1
2303,total,65-74,465,332,1
2303,total,75+,266,332,0
2305,man,-19,2,491,0
2305,man,20-29,88,491,0
2305,man,30-49,587,491,1
2305,man,50-64,889,491,1
2305,man,65-74,866,491,1
2305,man,75+,408,491,0
2305,woman,20-29,58,229,0
2305,woman,30-49,242,229,1
2305,woman,50-64,409,229,1
2305,woman,65-74,420,229,1
2305,woman,75+,216,229,0
2305,total,-19,2,364,0
2305,total,20-29,75,364,0
2305,total,30-49,418,364,1
2305,total,50-64,663,364,1
2305,total,65-74,659,364,1
2305,total,75+,300,364,0
2309,man,-19,2,610,0
2309,man,20-29,145,610,0
2309,man,30-49,789,610,1
2309,man,50-64,1119,610,1
2309,man,65-74,1021,610,1
2309,man,75+,585,610,0
2309,woman,-19,2,385,0
2309,woman,20-29,119,385,0
2309,woman,30-49,531,385,1
2309,woman,50-64,783,385,1
2309,woman,65-74,517,385,1
2309,woman,75+,287,385,0
2309,total,-19,2,500,0
2309,total,20-29,132,500,0
2309,total,30-49,664,500,1
2309,total,50-64,960,500,1
2309,total,65-74,789,500,1
2309,total,75+,415,500,0
2313,man,-19,1,366,0
2313,man,20-29,78,366,0
2313,man,30-49,441,366,1
2313,man,50-64,644,366,1
2313,man,65-74,566,366,1
2313,man,75+,321,366,0
2313,woman,-19,2,175,0
2313,woman,20-29,62,175,0
2313,woman,30-49,249,175,1
2313,woman,50-64,299,175,1
2313,woman,65-74,276,175,1
2313,woman,75+,116,175,0
2313,total,-19,1,272,0
2313,total,20-29,71,272,0
2313,total,30-49,349,272,1
2313,total,50-64,485,272,1
2313,total,65-74,424,272,1
2313,total,75+,201,272,0
2321,man,-19,4,618,0
2321,man,20-29,127,618,0
2321,man,30-49,796,618,1
2321,man,50-64,1235,618,1
2321,man,65-74,1042,618,1
2321,man,75+,506,618,0
2321,woman,-19,5,415,0
2321,woman,20-29,157,415,0
2321,woman,30-49,636,415,1
2321,woman,50-64,724,415,1
2321,woman,65-74,621,415,1
2321,woman,75+,349,415,0
2321,total,-19,4,519,0
2321,total,20-29,141,519,0
2321,total,30-49,719,519,1
2321,total,50-64,1003,519,1
2321,total,65-74,835,519,1
2321,total,75+,414,519,0
2326,man,-19,2,516,0
2326,man,20-29,112,516,0
2326,man,30-49,626,516,1
2326,man,50-64,895,516,1
2326,man,65-74,912,516,1
2326,man,75+,449,516,0
2326,woman,-19,4,287,0
2326,woman,20-29,82,287,0
2326,woman,30-49,374,287,1
2326,woman,50-64,537,287,1
2326,woman,65-74,456,287,1
2326,woman,75+,201,287,0
2326,total,-19,3,404,0
2326,total,20-29,98,404,0
2326,total,30-49,502,404,1
2326,total,50-64,731,404,1
2326,total,65-74,687,404,1
2326,total,75+,314,404,0
2361,man,-19,2,443,0
2361,man,20-29,91,443,0
2361,man,30-49,536,443,1
2361,man,50-64,801,443,1
2361,man,65-74,652,443,1
2361,man,75+,360,443,0
2361,woman,-19,2,282,0
2361,woman,20-29,89,282,0
2361,woman,30-49,405,282,1
2361,woman,50-64,469,282,1
2361,woman,65-74,419,282,1
2361,woman,75+,218,282,0
2361,total,-19,2,364,0
2361,total,20-29,90,364,0
2361,total,30-49,473,364,1
2361,total,50-64,646,364,1
2361,total,65-74,539,364,1
2361,total,75+,277,364,0
2380,man,-19,2,531,0
2380,man,20-29,158,531,0
2380,man,30-49,603,531,1
2380,man,50-64,1001,531,1
2380,man,65-74,1077,531,1
2380,man,75+,717,531,1
2380,woman,-19,2,378,0
2380,woman,20-29,112,378,0
2380,woman,30-49,507,378,1
2380,woman,50-64,672,378,1
2380,woman,65-74,591,378,1
2380,woman,75+,419,378,1
2380,total,-19,2,453,0
2380,total,20-29,135,453,0
2380,total,30-49,556,453,1
2380,total,50-64,833,453,1
2380,total,65-74,815,453,1
2380,total,75+,530,453,1
2401,man,20-29,116,540,0
2401,man,30-49,639,540,1
2401,man,50-64,1046,540,1
2401,man,65-74,768,540,1
2401,man,75+,572,540,1
2401,woman,20-29,88,291,0
2401,woman,30-49,440,291,1
2401,woman,50-64,546,291,1
2401,woman,65-74,414,291,1
